Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
lori bauman,1.0,Product is Great!!!!!!!!!!,US,1,2021-05-31T20:31:36Z,Hot Shot's Secret
Robert Lindall,1.0,"Great Stuff...

Works as advertised!",US,1,2021-05-31T20:22:22Z,Hot Shot's Secret
Brad Turner,0.6,"Packaging Concerns

I have now made two online orders for products. I absolutely love the products but with both orders at one of the bottles was leaking. I would like to see better packaging so that upon arrival the consumer doesn’t have to clean off all the other bottles prior to storage.",US,1,2021-05-31T14:51:56Z,Hot Shot's Secret
Nathan Grobelny,1.0,"Noticed a difference after a few tanks

Noticed a difference after a few tanks. Truck is running great and gained 1 mpg. I am using Hot Shots every day for diesel vehicles.",US,1,2021-05-29T13:18:00Z,Hot Shot's Secret
John-John,1.0,"Truck is still running

First time user and truck is still running! I did a Hot Shot oil change with the power stroke additive package. So far, I’ve gained one mile per gallon at 130,000 miles and it seems to be running smoother. I’ll know more next oil change, but I am overall pleased with their products.",US,3,2021-05-28T22:33:01Z,Hot Shot's Secret
Michael Clarkson,1.0,"My John Deere Gator was running rough

My John Deere Gator was running rough. I bought some gasoline extreme. 15 minutes after I put it in the tank. It's running like new again. Great additive.",US,1,2021-05-27T15:06:26Z,Hot Shot's Secret
SALLY ROBERSON,1.0,"best fuel additive i have ever used

best fuel additive i have ever used, works great, use it in all our vehicles",US,1,2021-05-26T19:36:40Z,Hot Shot's Secret
HotShot Trucking Shows USA,1.0,"Love me some HotShot Secret

As as a Hotshot Trucking business owner, hot shot trucking shows promoter, website and resource provider and Facebook groups administrator, I often promote and recommend these products. Since I started using it please all I can say is they are highly addictive. From the way my Cummins diesel purrs, the increased power and better fuel efficiency, it is a regular part of my routine. Just got in some oil additive that I can't wait to try. Love me some HotShot Secret.",US,2,2021-06-10T04:50:59Z,Hot Shot's Secret
Nick Gulick,1.0,"Great products and fast shipping

Great products and fast shipping. Their products do what they say",US,1,2021-05-26T15:45:40Z,Hot Shot's Secret
Richard Dean,1.0,"Excellent products

Excellent products. Proven fuel mileage increase. Very impressed. Thanks",US,2,2021-05-25T23:50:06Z,Hot Shot's Secret
Dana Smith,1.0,"My 2003 Dodge RAM 2500 is fairly low…

My 2003 Dodge RAM 2500 is fairly low mileage but it has never had anything done to clean fuel injectors. It seemed a little lethargic after having some routine maintenance. For having the 5.7 liter engine, it would barely get above 55 mph on a hill. So, I put just a third of the quart bottle of Hot Shot's Secret Gasoline formula into the tank, and it made a hell of difference right away. By the time the tank of gasoline was needing to be refilled, the truck performed like new again. I filled the tank and will be adding another third of a bottle of Hot Shot's Secret just to see if performance can get any better.
I had to order the Hot Shot on line because none of the auto parts stores carry it here in Santa Fe, New Mexico. It has proven to be better than any other additive I have tried (Lucas Oil's Gas Treatment for example (two bottles and no real results.)",US,1,2021-05-25T16:39:55Z,Hot Shot's Secret
TRAVIS OLSON,1.0,Love the products.,US,1,2021-05-25T16:13:46Z,Hot Shot's Secret
Carl Phillips,1.0,"Experienced user

I appreciate having the confidence in a product that has such specialized technology. I have a Ram with a Bosch DS4 pump so I need all the lube help I can get. Having a setane boost will help as well... I have used Hot Shots Secret in all my previous Ram trucks...",US,2,2021-05-24T22:50:18Z,Hot Shot's Secret
Matt GuarroMatt',1.0,"Excellent product’s I’ve been using…

Excellent product’s I’ve been using them for awhile and I’m happy with the results.",US,4,2021-05-24T20:56:47Z,Hot Shot's Secret
Dale Phelps,1.0,"Service is always professional

Service is always professional, no BS,",US,1,2021-05-24T14:53:01Z,Hot Shot's Secret
Thang Nguyen,1.0,"Awesome Customer Service

I have been using Hotshot products for almost 5 years now but this time I'm commenting on the customer service. Got my stuff and the box was soaked. One of the bottles had cracked/leaked during shipping. I emailed customer service with some pictures and it was promptly taken care of. Awesome customer service.",US,1,2021-05-23T06:55:15Z,Hot Shot's Secret
Luke Jones,1.0,Awesome fast shipping and easy to order.,US,1,2021-05-22T04:10:50Z,Hot Shot's Secret
Steven Bachechi,0.8,"Great product and easy to navigate…

Great product and easy to navigate website. Lots to choose from for your vehicle. I’m trying out other items after using FR in my vehicle definitely made a difference.",US,1,2021-05-21T21:18:07Z,Hot Shot's Secret
Brian Hubler,1.0,"Great products I use them in all my…

Great products I use them in all my equipment. Thank you for a great product line. For every need. Thank you",US,2,2021-05-20T22:32:32Z,Hot Shot's Secret
Aaron,1.0,"Great Company and products

Great Company and products. My order was lost twice during shipment and they rushed to replace both packages. Great customer service.",US,1,2021-05-20T19:56:00Z,Hot Shot's Secret
Darold O Thunder,1.0,"Got this stuff for my 2000 F-250 and…

Got this stuff for my 2000 F-250 and keep adding each oil change! Bought for my brother in laws 1999 F-350-- he had engine work done a couple times then add this product and told me it runs like a new truck--- 358,000 miles. Just did the two quart again, love this stuff!",US,1,2021-05-19T03:28:54Z,Hot Shot's Secret
Adam Bell,1.0,"Hands down best additive on the market…

Hands down best additive on the market for diesels!",US,2,2021-05-18T23:13:04Z,Hot Shot's Secret
Marc Wall,1.0,"I have a 2001 dodge 2500 cummins my…

I have a 2001 dodge 2500 cummins my truck was only getting 14 mpg and after a couple of fuel treatments and the quart of oil additive in the engine I was getting 19. I have also ran this in my mother's diesel truck and it picked up fuel milage and power. Very impressive stuff. I also added the energy release additive to my power steering and it now works like new.",US,2,2021-05-18T19:08:01Z,Hot Shot's Secret
Drew Swartz,1.0,"Great products and got them quick

Great products and got them quick. Worth every penny",US,4,2021-05-18T17:24:12Z,Hot Shot's Secret
Gregory Bach,1.0,"Been using Hot Shot's products since…

Been using Hot Shot's products since 2018 in my 5.0L Cummins Diesel. Oil Analysis (Lubrication Specialties) shows positive results and have no reason to change to another brand/product anytime soon. Keep doing what you're doing over there guys!",US,1,2021-05-18T15:58:01Z,Hot Shot's Secret
Herman Strickland,1.0,"I use several Hotshots Secrets products…

I use several Hotshots Secrets products and am very satisfied with all of them.",US,2,2021-05-18T15:42:02Z,Hot Shot's Secret
William,1.0,"Great service

Great service, use many of the HSS products in my gas and diesel vehicles, because they do what they claim.",US,5,2021-05-18T01:21:09Z,Hot Shot's Secret
Mike,1.0,"Great products and very quick shipping

Great products and very quick shipping, I couldn’t be any more pleased with the company itself.",US,2,2021-05-17T19:53:14Z,Hot Shot's Secret
kultar deol,1.0,Great product,US,1,2021-05-17T19:34:36Z,Hot Shot's Secret
Nate,1.0,"Excellent products and great customer…

Excellent products and great customer service!",US,2,2021-05-13T18:03:36Z,Hot Shot's Secret
Tyler Stettler,1.0,"Exactly as described

Exactly as described. A great line of products",US,1,2021-05-13T07:20:10Z,Hot Shot's Secret
Customer chuck,1.0,"I ordered the EDT diesel treat love the…

I ordered the EDT diesel treat love the product works great definitely reduces smoke shipping was fast and well packaged well done ladies and gentlemen .",US,2,2021-05-13T04:38:47Z,Hot Shot's Secret
James Boyd,1.0,"I was skeptical but not anymore

After the second tank of fuel, I started to notice that the truck seemed to have a better throttle response and more power.
I haven’t checked the fuel mileage, but the truck does run better.
I’m very satisfied.",US,1,2021-05-11T00:36:32Z,Hot Shot's Secret
Sean Allen,1.0,"Only the best

Continue to use hot shot's because their products are worth every penny. Started out using extreme diesel now I'm using edt for my truck & my brother's, and extreme gasoline for my mom's camaro along with lx4. Never going to use other products in my vehicle nor family's.",US,3,2021-05-10T22:36:44Z,Hot Shot's Secret
Dustin Trott,1.0,"Excellent customer service

Excellent customer service, fast shipping and proven products to help extend the life of my Diesel engine",US,1,2021-05-10T19:50:00Z,Hot Shot's Secret
James,1.0,"So far good products fedex isnt been…

So far good products fedex isnt been the best on shipping but hot shots got everything out in timely manner. I will continue to use the products and am glad to see them expanding their product lines",US,3,2021-05-10T19:08:21Z,Hot Shot's Secret
Michael Podoll,1.0,"Love the stuff

Love the stuff. Shipping was fast, packaging was great. No complaints.",US,1,2021-05-10T18:56:23Z,Hot Shot's Secret
Joe,1.0,"Excellent products

Hot shots brand is number 1 in my book. Shipping was extremely slow after ordering but over all these are great products.",US,1,2021-05-10T15:12:44Z,Hot Shot's Secret
Art Shannon,1.0,"Can tell the difference right away…

Can tell the difference right away using this. I use in all my vehicles!",US,1,2021-05-06T20:24:37Z,Hot Shot's Secret
Sergio Gutierrez,0.4,"The reason that I am giving bad review

The reason that I am giving bad review, I received the box with one of the bottles busted, I am sure must it happen during transit, especialty been additives should been package better.",MX,1,2021-05-06T05:51:44Z,Hot Shot's Secret
Michael Dickerson,1.0,"I Love Your Products!!!

I Love Your Products!!!
I have recently become a diesel truck owner and was introduced to your product by a local shop.
Love it!
Makes a real difference in the truck!
Your online site is easy to use and shipping is always on time or early!
I will definitely remain a customer!
Thank You!",US,1,2021-05-05T21:55:11Z,Hot Shot's Secret
TIM T,1.0,"Been using the EDT for bout a year now…

Been using the EDT for bout a year now and I love it I used the diesel extreme and In bout a month I’ll used the stiction eliminator when I do my oil change before my vacation can’t wait to see the results",US,2,2021-05-05T17:54:38Z,Hot Shot's Secret
Andrew Hagler,1.0,Always top notch!!,US,1,2021-05-05T17:38:11Z,Hot Shot's Secret
Stephen Godwin,1.0,"Products work great

Products work great, fast shipping. Fair prices",US,3,2021-05-04T22:47:19Z,Hot Shot's Secret
Rover Logistics LLC,0.6,"Product leaks from the cap

I bought a gallon size jug and the product keeps leaking from around the cap. Since I drive a day cab, I keep the jug in my cab and it stinks every time a little bit leaks out of the cap regardless of how hard I tighten the cap. I hope this stuff doesn’t give me any long term health problems for breathing the fumes. As far as how effective the product itself is, is to be determined.",US,1,2021-05-04T10:22:19Z,Hot Shot's Secret
customer,1.0,"Great product

Great service great product!",US,5,2021-05-04T01:17:17Z,Hot Shot's Secret
James Hart,1.0,"Prompt delivery

Prompt delivery. Happy with product",US,1,2021-05-04T00:42:53Z,Hot Shot's Secret
Simon Claybrook,1.0,"Good stuff, EDT

Works exactly as advertised",US,2,2021-05-03T22:42:36Z,Hot Shot's Secret
steve,1.0,"Excellent service great products that…

Excellent service great products that work",US,2,2021-05-03T21:25:54Z,Hot Shot's Secret
John Holcombe,1.0,"Your shipping was surprisingly quick

Your shipping was surprisingly quick. I had scheduled my car for service before deciding to order the transmission treatment (heard you on The Steve Sommers Show) and was afraid it could not arrive before the scheduled date. It arrived the day before. However, I became ill and the service appointment is still on hold. I am hopeful, but will not be surprised if my issue is not cured. My 2000 Pontiac Montana cycles from perfect gear changes, that you can't feel, thru very HARD shifts (all gears), and at times has a loud whine. This trouble started at about 40,000 miles--now 171,000. I have tried other products. GM replaced the original at 36,000 miles for the same issue.",US,4,2021-05-03T20:02:17Z,Hot Shot's Secret
